airline_name,overall_rating,verified,aircraft,type_of_traveller,seat_type,seat_comfort,cabin_staff_service,food_beverages,ground_service,inflight_entertainment,wifi_connectivity,value_for_money,recommended,time_before_review,delay_cancellation,review_date,country
China Airlines,9.0,True,A350-900,Solo Leisure,Economy Class,4.0,5.0,5.0,5.0,4.0,1.81,5.0,yes,1 month,False,2019-10-01,United States
Bulgaria Air,9.0,False,A319,Solo Leisure,Economy Class,5.0,5.0,3.0,5.0,2.15,1.81,5.0,yes,1 month,False,2015-08-01,United States
Bulgaria Air,1.0,True,Others,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,False,2018-10-01,United States
QantasLink,6.0,True,Others,Solo Leisure,Economy Class,3.0,3.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,False,2023-02-01,United Kingdom
Bangkok Airways,2.0,True,Others,Couple Leisure,Economy Class,1.0,4.0,4.0,1.0,2.15,1.81,3.0,no,1 month,False,2018-12-01,Thailand
Bangkok Airways,1.0,False,Others,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,True,2020-10-01,Thailand
Royal Brunei Airlines,9.0,False,Others,Couple Leisure,Economy Class,4.0,5.0,4.0,3.0,4.0,1.81,5.0,yes,1 month,False,2015-08-01,United States
Royal Brunei Airlines,7.0,False,Boeing 787-8,Couple Leisure,Economy Class,4.0,5.0,3.0,5.0,3.0,1.81,5.0,yes,1 month,False,2015-09-01,United States
Royal Brunei Airlines,9.0,False,Others,Couple Leisure,Economy Class,4.0,5.0,4.0,5.0,4.0,1.81,5.0,yes,+3 months,False,2015-12-01,United States
Royal Brunei Airlines,1.0,True,Unknown,Couple Leisure,Economy Class,4.0,5.0,5.0,5.0,4.0,1.0,5.0,yes,1 month,False,2018-02-01,United States
Royal Brunei Airlines,5.0,True,Unknown,Solo Leisure,Economy Class,4.0,5.0,3.0,1.0,4.0,1.81,5.0,no,1 month,False,2018-04-01,United States
Royal Brunei Airlines,9.0,True,Unknown,Solo Leisure,Economy Class,4.0,5.0,3.0,5.0,3.0,1.81,4.0,yes,1 month,False,2018-11-01,United States
Royal Brunei Airlines,1.0,False,Unknown,Solo Leisure,Economy Class,5.0,5.0,3.0,5.0,5.0,5.0,5.0,yes,1 month,False,2018-12-01,United States
Royal Brunei Airlines,1.0,True,Boeing 787,Couple Leisure,Economy Class,5.0,5.0,4.0,4.0,5.0,1.81,5.0,yes,1 month,False,2018-12-01,United States
Royal Brunei Airlines,5.0,True,Unknown,Family Leisure,Economy Class,3.0,2.0,2.0,2.0,3.0,1.81,3.0,no,1 month,False,2019-04-01,United States
Royal Brunei Airlines,1.0,False,Boeing 787,Family Leisure,Economy Class,4.0,5.0,5.0,1.0,5.0,5.0,1.0,no,1 month,False,2019-10-01,United States
Royal Brunei Airlines,2.0,True,Unknown,Couple Leisure,Economy Class,1.0,4.0,1.0,2.0,1.0,1.81,1.0,no,2-3 months,True,2020-02-01,United States
Royal Brunei Airlines,2.0,True,Others,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.81,1.0,no,1 month,False,2023-01-01,United States
Royal Brunei Airlines,9.0,False,Unknown,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,4.0,1.81,5.0,yes,1 month,False,2023-08-01,United States
Royal Brunei Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2023-09-01,United States
Korean Air,1.0,False,Unknown,Solo Leisure,Economy Class,3.0,5.0,4.0,5.0,3.0,1.81,5.0,yes,1 month,False,2019-11-01,United States
Korean Air,9.0,False,Unknown,Solo Leisure,Economy Class,5.0,4.0,5.0,4.0,4.0,1.81,4.0,yes,1 month,False,2023-01-01,United States
Germanwings,2.0,False,Unknown,Business,Economy Class,1.0,2.0,2.0,2.0,2.15,1.81,1.0,no,1 month,True,2015-11-01,United States
China Southern Airlines,1.0,True,Unknown,Couple Leisure,Economy Class,2.6,2.87,2.56,2.36,2.15,1.81,1.0,no,+3 months,True,2023-09-01,United States
China Southern Airlines,9.0,True,Boeing 787,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,1 month,False,2023-09-01,United States
China Southern Airlines,1.0,True,Unknown,Couple Leisure,First Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2023-11-01,United States
China Southern Airlines,1.0,True,Boeing 787,Solo Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2024-02-01,United States
China Southern Airlines,1.0,True,Unknown,Couple Leisure,Economy Class,2.0,4.0,1.0,1.0,1.0,1.81,2.0,no,1 month,True,2024-03-01,United States
China Southern Airlines,2.0,True,Unknown,Couple Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,2.0,no,1 month,False,2024-03-01,United States
China Airlines,1.0,True,Unknown,Family Leisure,Economy Class,3.0,1.0,1.0,2.0,1.0,3.0,3.0,no,1 month,False,2020-03-01,United States
Bulgaria Air,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,+3 months,False,2021-03-01,United States
Korean Air,9.0,True,A380,Couple Leisure,Business Class,5.0,5.0,4.0,4.0,3.0,1.81,5.0,yes,1 month,False,2019-08-01,United States
China Southern Airlines,1.0,False,Unknown,Couple Leisure,Economy Class,4.0,5.0,2.0,1.0,5.0,1.0,3.0,no,1 month,False,2023-07-01,United States
China Southern Airlines,3.0,True,Boeing 787,Couple Leisure,Economy Class,3.0,2.0,1.0,1.0,3.0,1.81,1.0,no,1 month,False,2024-01-01,United States
Bulgaria Air,1.0,False,Others,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,3.0,1.81,4.0,yes,+3 months,False,2015-06-01,United States
Korean Air,9.0,True,A380,Couple Leisure,Business Class,5.0,5.0,4.0,4.0,3.0,1.81,5.0,yes,1 month,False,2019-08-01,United States
China Southern Airlines,1.0,False,Unknown,Couple Leisure,Economy Class,4.0,5.0,2.0,1.0,5.0,1.0,3.0,no,1 month,False,2023-07-01,United States
China Southern Airlines,3.0,True,Boeing 787,Couple Leisure,Economy Class,3.0,2.0,1.0,1.0,3.0,1.81,1.0,no,1 month,False,2024-01-01,United States
Bulgaria Air,1.0,False,Others,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,3.0,1.81,4.0,yes,+3 months,False,2015-06-01,United States
Virgin Australia,4.0,True,Unknown,Solo Leisure,Economy Class,3.0,3.0,2.0,4.0,2.0,1.0,2.0,no,1 month,False,2023-11-01,United States
Virgin Australia,2.0,False,Boeing 737-800,Couple Leisure,Economy Class,2.0,2.0,1.0,1.0,2.15,1.81,3.0,no,1 month,True,2024-03-01,United States
Tigerair,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2018-11-01,United States
Tigerair,1.0,False,Boeing 737,Solo Leisure,Economy Class,5.0,5.0,2.56,5.0,2.15,1.81,5.0,yes,1 month,False,2019-09-01,United States
QantasLink,8.0,False,Others,Solo Leisure,Business Class,4.0,5.0,5.0,5.0,2.15,1.81,3.0,yes,1 month,False,2017-09-01,United States
QantasLink,8.0,True,Others,Couple Leisure,Economy Class,4.0,5.0,4.0,5.0,2.15,1.81,5.0,yes,1 month,False,2023-04-01,United States
Thomson Airways,1.0,False,Unknown,Couple Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,1.81,5.0,yes,1 month,False,2017-06-01,Portugal
Bulgaria Air,1.0,False,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,True,2015-07-01,Russia
Bulgaria Air,8.0,False,E190,Solo Leisure,Business Class,4.0,4.0,4.0,4.0,2.15,1.81,5.0,yes,+3 months,False,2017-01-01,Russia
Bulgaria Air,1.0,False,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,True,2019-08-01,Russia
Korean Air,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,1.0,1.0,no,1 month,False,2019-02-01,United States
Korean Air,1.0,True,Boeing 777,Family Leisure,Economy Class,3.0,5.0,5.0,5.0,4.0,4.0,3.0,yes,2-3 months,False,2023-07-01,United States
Bulgaria Air,4.0,True,A320,Solo Leisure,Economy Class,1.0,3.0,3.0,5.0,2.15,1.81,5.0,no,1 month,False,2019-09-01,United States
Germanwings,6.0,True,A319,Couple Leisure,Economy Class,3.0,3.0,2.56,3.0,1.0,1.81,5.0,yes,1 month,True,2019-07-01,United States
Thomson Airways,2.0,False,Boeing 737-800,Family Leisure,Economy Class,1.0,3.0,1.0,3.0,2.15,1.81,3.0,no,1 month,False,2015-10-01,United States
Thomson Airways,2.0,False,Others,Couple Leisure,Premium Economy,1.0,1.0,1.0,1.0,3.0,1.0,1.0,no,1 month,False,2015-10-01,United States
Thomson Airways,7.0,False,Others,Solo Leisure,Premium Economy,4.0,4.0,3.0,3.0,3.0,3.0,4.0,yes,1 month,True,2015-12-01,United States
Thomson Airways,4.0,False,Others,Couple Leisure,Economy Class,1.0,3.0,3.0,3.0,2.0,1.81,1.0,no,1 month,False,2017-03-01,United States
Thomson Airways,1.0,False,Boeing 787,Couple Leisure,Economy Class,4.0,5.0,2.56,5.0,5.0,1.81,5.0,yes,+3 months,False,2017-04-01,United States
Thomson Airways,1.0,False,Others,Business,Economy Class,1.0,2.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2017-07-01,United States
Thomson Airways,3.0,False,Boeing 767,Family Leisure,Economy Class,1.0,3.0,2.0,1.0,2.0,1.81,2.0,no,1 month,True,2017-08-01,United States
Thomson Airways,7.0,False,Boeing 737-800,Family Leisure,Economy Class,4.0,2.0,2.56,4.0,1.0,1.81,2.0,yes,+3 months,True,2017-11-01,United States
Korean Air,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,1.0,1.0,no,1 month,False,2019-02-01,United States
Korean Air,1.0,True,Boeing 777,Family Leisure,Economy Class,3.0,5.0,5.0,5.0,4.0,4.0,3.0,yes,2-3 months,False,2023-07-01,United States
Korean Air,1.0,True,Unknown,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,1 month,False,2019-01-01,Honduras
Korean Air,8.0,True,Unknown,Couple Leisure,Economy Class,4.0,5.0,5.0,5.0,5.0,1.81,5.0,yes,1 month,False,2019-03-01,Honduras
Korean Air,1.0,True,Unknown,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,False,2020-03-01,Honduras
Korean Air,1.0,True,Unknown,Couple Leisure,Economy Class,2.0,2.0,1.0,1.0,4.0,1.81,1.0,no,1 month,False,2022-07-01,Honduras
Hong Kong Airlines,4.0,True,A350,Solo Leisure,Business Class,4.0,2.0,2.0,5.0,2.0,1.81,5.0,no,1 month,False,2019-03-01,Honduras
China Airlines,9.0,True,Boeing 777-300ER,Couple Leisure,Economy Class,4.0,4.0,4.0,4.0,5.0,1.81,5.0,yes,1 month,False,2019-01-01,Honduras
China Airlines,6.0,False,Others,Business,Business Class,4.0,4.0,2.0,2.0,2.0,1.0,4.0,yes,1 month,False,2019-01-01,Honduras
China Airlines,3.0,True,Unknown,Couple Leisure,Economy Class,1.0,2.0,2.0,2.0,3.0,1.0,2.0,no,1 month,False,2022-12-01,Honduras
China Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,2.6,2.87,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2023-02-01,Honduras
China Airlines,1.0,True,Unknown,Solo Leisure,Economy Class,2.0,3.0,2.0,1.0,1.0,1.81,2.0,no,1 month,False,2023-04-01,Honduras
China Airlines,7.0,True,Unknown,Solo Leisure,Economy Class,4.0,4.0,3.0,3.0,4.0,4.0,4.0,yes,1 month,False,2023-09-01,Honduras
China Airlines,7.0,True,Others,Couple Leisure,Business Class,4.0,5.0,4.0,1.0,3.0,1.0,4.0,yes,1 month,False,2023-05-01,Palau
QantasLink,2.0,False,Unknown,Business,Economy Class,1.0,1.0,1.0,5.0,2.15,1.81,1.0,no,1 month,True,2015-08-01,Australia
QantasLink,2.0,True,Unknown,Business,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2018-03-01,Australia
Dragonair,9.0,False,Unknown,Family Leisure,Economy Class,4.0,5.0,3.0,5.0,2.15,1.81,5.0,yes,1 month,False,2015-08-01,Vietnam
Bangkok Airways,7.0,True,A319,Business,Economy Class,3.0,5.0,5.0,3.0,2.15,1.81,5.0,yes,1 month,False,2022-09-01,Vietnam
Virgin Australia,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,+3 months,False,2022-10-01,Australia
Virgin Australia,3.0,False,Others,Couple Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,2.0,3.0,no,1 month,False,2022-10-01,Australia
Virgin Australia,7.0,True,Boeing 737,Solo Leisure,Business Class,3.0,4.0,4.0,4.0,4.0,4.0,3.0,yes,1 month,False,2023-06-01,Australia
Virgin Australia,9.0,False,Others,Couple Leisure,Business Class,5.0,5.0,5.0,4.0,4.0,4.0,5.0,yes,1 month,False,2023-08-01,Australia
Virgin Australia,7.0,True,Others,Solo Leisure,Business Class,4.0,5.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,False,2023-10-01,Australia
Virgin Australia,8.0,True,Others,Solo Leisure,Business Class,4.0,5.0,3.0,5.0,2.15,1.81,3.0,yes,1 month,True,2022-10-01,Australia
Virgin Australia,7.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,4.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,False,2023-03-01,Australia
Volotea,9.0,True,A320,Couple Leisure,Economy Class,5.0,5.0,2.56,5.0,2.15,1.81,5.0,yes,1 month,False,2023-10-01,Spain
Volotea,8.0,True,A320,Family Leisure,Economy Class,4.0,4.0,2.56,4.0,2.15,1.81,5.0,yes,1 month,False,2023-10-01,Spain
Volotea,9.0,True,Unknown,Family Leisure,Economy Class,4.0,5.0,4.0,5.0,4.0,5.0,5.0,yes,1 month,False,2023-11-01,Spain
Virgin Australia,1.0,True,Others,Business,First Class,3.0,5.0,3.0,5.0,3.0,2.0,1.0,no,+3 months,True,2023-09-01,Papua New Guinea
Volotea,9.0,True,Others,Couple Leisure,Economy Class,5.0,5.0,2.56,5.0,5.0,1.81,5.0,yes,1 month,False,2023-05-01,France
Volotea,1.0,True,A320,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,4.0,4.0,yes,1 month,False,2023-07-01,France
Volotea,9.0,True,Unknown,Couple Leisure,Economy Class,5.0,5.0,2.56,4.0,5.0,5.0,5.0,yes,1 month,True,2023-08-01,France
Volotea,1.0,True,Unknown,Couple Leisure,Economy Class,5.0,5.0,2.56,5.0,2.15,5.0,5.0,yes,1 month,False,2023-08-01,France
Volotea,8.0,True,A319,Family Leisure,Economy Class,4.0,5.0,2.0,5.0,2.15,1.81,4.0,yes,1 month,False,2023-09-01,France
Volotea,9.0,True,Unknown,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,3.0,3.0,5.0,yes,1 month,False,2023-11-01,France
Volotea,1.0,True,A320,Family Leisure,Economy Class,5.0,5.0,4.0,5.0,5.0,5.0,5.0,yes,1 month,False,2024-03-01,France
Virgin Australia,8.0,True,Others,Solo Leisure,Business Class,4.0,5.0,3.0,5.0,2.15,1.81,3.0,yes,1 month,True,2022-10-01,South Africa
Virgin Australia,7.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,4.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,False,2023-03-01,South Africa
Virgin Australia,1.0,False,Unknown,Solo Leisure,Economy Class,3.0,3.0,2.56,2.0,2.15,1.81,3.0,no,1 month,True,2022-10-01,Australia
Virgin Australia,1.0,False,Unknown,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,True,2022-10-01,Australia
Virgin Australia,1.0,True,Unknown,Solo Leisure,Economy Class,2.6,2.87,2.56,2.0,2.15,1.81,1.0,no,+3 months,True,2022-10-01,Australia
Virgin Australia,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,False,2022-11-01,Australia
Virgin Australia,2.0,False,Boeing 737-700,Business,Economy Class,3.0,1.0,2.0,5.0,2.0,2.0,1.0,no,1 month,True,2022-11-01,Australia
Virgin Australia,1.0,True,Unknown,Solo Leisure,Economy Class,4.0,2.0,1.0,1.0,2.15,1.81,2.0,no,1 month,False,2022-12-01,Australia
Virgin Australia,1.0,False,Boeing 737-800,Business,Business Class,3.0,2.0,2.56,1.0,2.0,1.0,1.0,no,2-3 months,True,2022-12-01,Australia
Virgin Australia,9.0,True,Unknown,Solo Leisure,Economy Class,4.0,4.0,4.0,5.0,2.15,1.81,5.0,yes,1 month,True,2022-12-01,Australia
Virgin Australia,3.0,False,Unknown,Couple Leisure,Economy Class,2.0,3.0,2.0,1.0,1.0,1.81,2.0,no,1 month,True,2023-01-01,Australia
Virgin Australia,7.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,4.0,3.0,5.0,2.15,1.81,3.0,yes,1 month,False,2023-01-01,Australia
Virgin Australia,8.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,5.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,False,2023-02-01,Australia
Virgin Australia,7.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,5.0,2.56,5.0,2.15,1.81,3.0,yes,1 month,False,2023-03-01,Australia
Virgin Australia,6.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,5.0,3.0,5.0,2.15,1.81,3.0,yes,1 month,True,2023-06-01,Australia
Virgin Australia,7.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,5.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,False,2023-07-01,Australia
Virgin Australia,2.0,True,Unknown,Family Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no,1 month,True,2023-09-01,Australia
Volotea,1.0,False,Unknown,Business,Economy Class,3.0,2.0,2.56,1.0,2.15,1.81,2.0,no,1 month,False,2023-05-01,Spain
Volotea,1.0,True,Unknown,Solo Leisure,Economy Class,3.0,3.0,2.56,3.0,2.15,1.81,3.0,no,1 month,False,2023-06-01,Spain
Volotea,8.0,True,Unknown,Couple Leisure,Economy Class,4.0,4.0,3.0,4.0,5.0,5.0,3.0,yes,1 month,False,2023-08-01,Italy
Volotea,1.0,False,Unknown,Business,Economy Class,3.0,2.0,2.56,1.0,2.15,1.81,2.0,no,1 month,False,2023-05-01,Venezuela
Volotea,1.0,True,Unknown,Solo Leisure,Economy Class,3.0,3.0,2.56,3.0,2.15,1.81,3.0,no,1 month,False,2023-06-01,Venezuela
Volotea,8.0,True,Unknown,Couple Leisure,Economy Class,4.0,5.0,4.0,5.0,2.15,1.81,5.0,yes,1 month,False,2023-05-01,Spain
Volotea,1.0,True,Unknown,Solo Leisure,Economy Class,5.0,5.0,2.56,5.0,2.15,1.81,5.0,yes,1 month,False,2023-12-01,Spain
Volotea,1.0,False,Unknown,Couple Leisure,Economy Class,5.0,5.0,3.0,5.0,2.15,1.81,5.0,yes,1 month,False,2024-01-01,Spain
Volotea,1.0,True,A320,Couple Leisure,Economy Class,4.0,5.0,2.56,5.0,2.15,1.0,5.0,yes,1 month,False,2023-10-01,France
Volotea,9.0,True,Unknown,Solo Leisure,Economy Class,4.0,5.0,2.56,4.0,2.15,1.81,5.0,yes,1 month,False,2024-02-01,France
Volotea,9.0,True,Others,Family Leisure,Economy Class,4.0,5.0,2.56,5.0,2.15,1.81,5.0,yes,1 month,False,2024-03-01,France
Volotea,1.0,False,Unknown,Business,Economy Class,3.0,2.0,2.56,1.0,2.15,1.81,2.0,no,1 month,False,2023-05-01,Philippines
Volotea,1.0,True,Unknown,Solo Leisure,Economy Class,3.0,3.0,2.56,3.0,2.15,1.81,3.0,no,1 month,False,2023-06-01,Philippines
Volotea,8.0,True,Unknown,Couple Leisure,Economy Class,4.0,4.0,3.0,4.0,5.0,5.0,3.0,yes,1 month,False,2023-08-01,United States
Volotea,1.0,True,A319,Business,Economy Class,4.0,5.0,5.0,5.0,2.15,3.0,5.0,yes,1 month,False,2024-02-01,France
Volotea,9.0,False,Unknown,Solo Leisure,Economy Class,4.0,5.0,2.56,4.0,2.15,3.0,4.0,yes,1 month,True,2023-08-01,Spain
Volotea,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,2.0,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2023-08-01,Spain
Volotea,2.0,True,Unknown,Couple Leisure,Economy Class,2.0,1.0,2.56,4.0,1.0,1.0,3.0,no,1 month,False,2023-10-01,Spain
Volotea,1.0,False,Unknown,Couple Leisure,Economy Class,4.0,5.0,2.56,5.0,2.15,1.81,5.0,yes,1 month,False,2024-01-01,Spain
Volotea,9.0,True,Unknown,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,2.15,1.81,5.0,yes,1 month,True,2023-06-01,France
Volotea,9.0,False,Unknown,Solo Leisure,Economy Class,4.0,5.0,2.56,4.0,2.15,3.0,4.0,yes,1 month,True,2023-08-01,Colombia
Volotea,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,2.0,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2023-08-01,Colombia
Volotea,2.0,True,Unknown,Couple Leisure,Economy Class,2.0,1.0,2.56,4.0,1.0,1.0,3.0,no,1 month,False,2023-10-01,Colombia
Volotea,1.0,False,Unknown,Couple Leisure,Economy Class,4.0,5.0,2.56,5.0,2.15,1.81,5.0,yes,1 month,False,2024-01-01,Colombia
Virgin Australia,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,5.0,1.0,1.0,1.0,no,1 month,True,2022-11-01,Australia
Volotea,9.0,False,Unknown,Solo Leisure,Economy Class,4.0,5.0,2.56,4.0,2.15,3.0,4.0,yes,1 month,True,2023-08-01,Philippines
Volotea,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,2.0,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2023-08-01,Philippines
Volotea,2.0,True,Unknown,Couple Leisure,Economy Class,2.0,1.0,2.56,4.0,1.0,1.0,3.0,no,1 month,False,2023-10-01,Philippines
Volotea,1.0,False,Unknown,Couple Leisure,Economy Class,4.0,5.0,2.56,5.0,2.15,1.81,5.0,yes,1 month,False,2024-01-01,Philippines
Virgin Australia,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,5.0,1.0,1.0,1.0,no,1 month,True,2022-11-01,United Kingdom
Virgin Australia,7.0,True,Others,Solo Leisure,Economy Class,3.0,4.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,False,2022-10-01,Australia
Virgin Australia,1.0,True,Boeing 737-800,Couple Leisure,Economy Class,3.0,5.0,4.0,5.0,3.0,1.0,4.0,yes,1 month,False,2022-10-01,Australia
Virgin Australia,9.0,True,Boeing 737-800,Business,Business Class,5.0,5.0,5.0,5.0,4.0,1.81,5.0,yes,1 month,False,2022-10-01,Australia
Virgin Australia,2.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,True,2022-10-01,Australia
Virgin Australia,1.0,True,Unknown,Family Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2022-10-01,Australia
Virgin Australia,7.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,5.0,3.0,4.0,2.15,1.81,4.0,yes,1 month,False,2022-11-01,Australia
Virgin Australia,8.0,True,Boeing 737-800,Couple Leisure,Business Class,5.0,5.0,4.0,4.0,2.15,1.81,4.0,yes,1 month,False,2022-11-01,Australia
Virgin Australia,7.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,5.0,3.0,5.0,2.15,1.81,3.0,yes,1 month,True,2022-12-01,Australia
Virgin Australia,6.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,5.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,True,2023-01-01,Australia
Virgin Australia,6.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,5.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,True,2023-01-01,Australia
Virgin Australia,6.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,4.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,True,2023-02-01,Australia
Virgin Australia,6.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,5.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,True,2023-02-01,Australia
Virgin Australia,8.0,True,Boeing 737-800,Solo Leisure,Business Class,4.0,5.0,4.0,5.0,2.15,1.81,3.0,yes,1 month,False,2023-03-01,Australia
Virgin Australia,9.0,False,Unknown,Business,Economy Class,4.0,5.0,2.56,5.0,2.15,1.81,3.0,yes,1 month,False,2023-03-01,Australia
Virgin Australia,7.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,4.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,False,2023-03-01,Australia
Virgin Australia,7.0,True,Others,Couple Leisure,Economy Class,4.0,4.0,3.0,4.0,2.15,1.81,4.0,yes,1 month,False,2023-03-01,Australia
Virgin Australia,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,1 month,True,2023-03-01,Australia
Virgin Australia,7.0,True,Boeing 737-800,Solo Leisure,Economy Class,3.0,5.0,2.0,4.0,2.15,1.81,3.0,yes,1 month,False,2023-03-01,Australia
Virgin Australia,1.0,True,Unknown,Family Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,2.0,no,1 month,True,2023-03-01,Australia
Virgin Australia,1.0,True,Unknown,Couple Leisure,Economy Class,1.0,5.0,2.56,1.0,2.15,1.0,1.0,no,1 month,False,2023-06-01,Australia
Virgin Australia,1.0,True,Unknown,Couple Leisure,Business Class,2.6,2.87,2.56,1.0,2.15,1.81,2.0,no,1 month,False,2023-08-01,Australia
Virgin Australia,9.0,True,Unknown,Couple Leisure,Economy Class,4.0,5.0,2.56,5.0,4.0,1.81,5.0,yes,1 month,False,2023-09-01,Australia
Virgin Australia,1.0,True,Unknown,Solo Leisure,Economy Class,4.0,4.0,2.0,4.0,3.0,3.0,1.0,no,1 month,False,2023-10-01,Australia
Virgin Australia,7.0,False,Boeing 737,Family Leisure,Premium Economy,4.0,5.0,3.0,2.0,1.0,1.81,3.0,yes,+3 months,True,2023-10-01,Australia
Virgin Australia,7.0,True,Others,Solo Leisure,Economy Class,3.0,5.0,3.0,4.0,2.15,1.81,3.0,yes,1 month,False,2023-10-01,Australia
Virgin Australia,1.0,False,Unknown,Solo Leisure,Economy Class,2.0,2.0,2.56,2.0,2.15,1.81,1.0,no,1 month,True,2023-10-01,Australia
Virgin Australia,1.0,True,Unknown,Solo Leisure,Economy Class,1.0,1.0,2.56,1.0,2.15,1.81,1.0,no,1 month,False,2023-11-01,Australia
Volotea,8.0,False,Unknown,Family Leisure,Economy Class,5.0,1.0,1.0,5.0,1.0,1.0,5.0,yes,1 month,False,2023-08-01,Spain
Volotea,9.0,True,A320,Couple Leisure,Economy Class,4.0,5.0,3.0,5.0,2.0,2.0,4.0,yes,1 month,False,2023-11-01,Spain
Volotea,1.0,True,A319,Family Leisure,Economy Class,5.0,5.0,2.56,5.0,2.15,1.81,5.0,yes,1 month,False,2023-11-01,Italy
